year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2008,National League,East,Philadelphia Phillies,92,70,0.568,0,0,
2008,National League,East,New York Mets,89,73,0.549,0,0,
2008,National League,East,Florida Marlins,84,77,0.522,0,0,
2008,National League,East,Atlanta Braves,72,90,0.444,0,0,
2008,National League,East,Washington Nationals,59,102,0.366,0,0,
2008,National League,Central,Chicago Cubs,97,64,0.602,0,0,
2008,National League,Central,Milwaukee Brewers,90,72,0.556,0,0,
2008,National League,Central,Houston Astros,86,75,0.534,0,0,
2008,National League,Central,St. Louis Cardinals,86,76,0.531,0,0,
2008,National League,Central,Cincinnati Reds,74,88,0.457,0,0,
2008,National League,Central,Pittsburgh Pirates,67,95,0.414,0,0,
2008,National League,West,Los Angeles Dodgers,84,78,0.519,0,0,
2008,National League,West,Arizona Diamondbacks,82,80,0.506,0,0,
2008,National League,West,Colorado Rockies,74,88,0.457,0,0,
2008,National League,West,San Francisco Giants,72,90,0.444,0,0,
2008,National League,West,San Diego Padres,63,99,0.389,0,0,
