year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1993,National League,East,Philadelphia Phillies,97,65,0.599,.599,0,
1993,National League,East,Montreal Expos,94,68,0.58,.580,0,
1993,National League,East,St. Louis Cardinals,87,75,0.537,.537,0,
1993,National League,East,Chicago Cubs,84,78,0.519,.519,0,
1993,National League,East,Pittsburgh Pirates,75,87,0.463,.463,0,
1993,National League,East,Florida Marlins,64,98,0.395,.395,0,
1993,National League,East,New York Mets,59,103,0.364,.364,0,
1993,National League,West,Atlanta Braves,104,58,0.642,.642,0,
1993,National League,West,San Francisco Giants,103,59,0.636,.636,0,
1993,National League,West,Houston Astros,85,77,0.525,.525,0,
1993,National League,West,Los Angeles Dodgers,81,81,0.5,.500,0,
1993,National League,West,Cincinnati Reds,73,89,0.451,.451,0,
1993,National League,West,Colorado Rockies,67,95,0.414,.414,0,
1993,National League,West,San Diego Padres,61,101,0.377,.377,0,
