year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1998,National League,East,Atlanta Braves,106,56,0.654,.654,0,
1998,National League,East,New York Mets,88,74,0.543,.543,0,
1998,National League,East,Philadelphia Phillies,75,87,0.463,.463,0,
1998,National League,East,Montreal Expos,65,97,0.401,.401,0,
1998,National League,East,Florida Marlins,54,108,0.333,.333,0,
1998,National League,Central,Houston Astros,102,60,0.63,.630,0,
1998,National League,Central,Chicago Cubs,90,73,0.552,.552,0,
1998,National League,Central,St. Louis Cardinals,83,79,0.512,.512,0,
1998,National League,Central,Cincinnati Reds,77,85,0.475,.475,0,
1998,National League,Central,Milwaukee Brewers,74,88,0.457,.457,0,
1998,National League,Central,Pittsburgh Pirates,69,93,0.426,.426,0,
1998,National League,West,San Diego Padres,98,64,0.605,.605,0,
1998,National League,West,San Francisco Giants,89,74,0.546,.546,0,
1998,National League,West,Los Angeles Dodgers,83,79,0.512,.512,0,
1998,National League,West,Colorado Rockies,77,85,0.475,.475,0,
1998,National League,West,Arizona Diamondbacks,65,97,0.401,.401,0,
