year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2004,National League,East,Atlanta Braves,96,66,0.593,0,0,
2004,National League,East,Philadelphia Phillies,86,76,0.531,0,0,
2004,National League,East,Florida Marlins,83,79,0.512,0,0,
2004,National League,East,New York Mets,71,91,0.438,0,0,
2004,National League,East,Montreal Expos,67,95,0.414,0,0,
2004,National League,Central,St. Louis Cardinals,105,57,0.648,0,0,
2004,National League,Central,Houston Astros,92,70,0.568,0,0,
2004,National League,Central,Chicago Cubs,89,73,0.549,0,0,
2004,National League,Central,Cincinnati Reds,76,86,0.469,0,0,
2004,National League,Central,Pittsburgh Pirates,72,89,0.447,0,0,
2004,National League,Central,Milwaukee Brewers,67,94,0.416,0,0,
2004,National League,West,Los Angeles Dodgers,93,69,0.574,0,0,
2004,National League,West,San Francisco Giants,91,71,0.562,0,0,
2004,National League,West,San Diego Padres,87,75,0.537,0,0,
2004,National League,West,Colorado Rockies,68,94,0.42,0,0,
2004,National League,West,Arizona Diamondbacks,51,111,0.315,0,0,
