year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1979,National League,East,Pittsburgh Pirates,98,64,0.605,.605,0,
1979,National League,East,Montreal Expos,95,65,0.594,.594,0,
1979,National League,East,St. Louis Cardinals,86,76,0.531,.531,0,
1979,National League,East,Philadelphia Phillies,84,78,0.519,.519,0,
1979,National League,East,Chicago Cubs,80,82,0.494,.494,0,
1979,National League,East,New York Mets,63,99,0.389,.389,0,
1979,National League,West,Cincinnati Reds,90,71,0.559,.559,0,
1979,National League,West,Houston Astros,89,73,0.549,.549,0,
1979,National League,West,Los Angeles Dodgers,79,83,0.488,.488,0,
1979,National League,West,San Francisco Giants,71,91,0.438,.438,0,
1979,National League,West,San Diego Padres,68,93,0.422,.422,0,
1979,National League,West,Atlanta Braves,66,94,0.413,.413,0,
