year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1996,National League,League,Atlanta Braves,96,66,0.593,.593,0,
1996,National League,League,Montreal Expos,88,74,0.543,.543,0,
1996,National League,League,Florida Marlins,80,82,0.494,.494,0,
1996,National League,League,New York Mets,71,91,0.438,.438,0,
1996,National League,League,Philadelphia Phillies,67,95,0.414,.414,0,
1996,National League,League,St. Louis Cardinals,88,74,0.543,.543,0,
1996,National League,League,Houston Astros,82,80,0.506,.506,0,
1996,National League,League,Cincinnati Reds,81,81,0.5,.500,0,
1996,National League,League,Chicago Cubs,76,86,0.469,.469,0,
1996,National League,League,Pittsburgh Pirates,73,89,0.451,.451,0,
1996,National League,League,San Diego Padres,91,71,0.562,.562,0,
1996,National League,League,Los Angeles Dodgers,90,72,0.556,.556,0,
1996,National League,League,Colorado Rockies,83,79,0.512,.512,0,
1996,National League,League,San Francisco Giants,68,94,0.42,.420,0,
