year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1994,American League,League,New York Yankees,70,43,0.619,.619,0,
1994,American League,League,Baltimore Orioles,63,49,0.563,.563,0,
1994,American League,League,Toronto Blue Jays,55,60,0.478,.478,0,
1994,American League,League,Boston Red Sox,54,61,0.47,.470,0,
1994,American League,League,Detroit Tigers,53,62,0.461,.461,0,
1994,American League,League,Chicago White Sox,67,46,0.593,.593,0,
1994,American League,League,Cleveland Indians,66,47,0.584,.584,0,
1994,American League,League,Kansas City Royals,64,51,0.557,.557,0,
1994,American League,League,Minnesota Twins,53,60,0.469,.469,0,
1994,American League,League,Milwaukee Brewers,53,62,0.461,.461,0,
1994,American League,League,Texas Rangers,52,62,0.456,.456,0,
1994,American League,League,Oakland Athletics,51,63,0.447,.447,0,
1994,American League,League,Seattle Mariners,49,63,0.438,.438,0,
1994,American League,League,California Angels,47,68,0.409,.409,0,
