year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1973,American League,League,Baltimore Orioles,97,65,0.599,.599,0,
1973,American League,League,Boston Red Sox,89,73,0.549,.549,0,
1973,American League,League,Detroit Tigers,85,77,0.525,.525,0,
1973,American League,League,New York Yankees,80,82,0.494,.494,0,
1973,American League,League,Milwaukee Brewers,74,88,0.457,.457,0,
1973,American League,League,Cleveland Indians,71,91,0.438,.438,0,
1973,American League,League,Oakland Athletics,94,68,0.58,.580,0,
1973,American League,League,Kansas City Royals,88,74,0.543,.543,0,
1973,American League,League,Minnesota Twins,81,81,0.5,.500,0,
1973,American League,League,California Angels,79,83,0.488,.488,0,
1973,American League,League,Chicago White Sox,77,85,0.475,.475,0,
1973,American League,League,Texas Rangers,57,105,0.352,.352,0,
