year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2005,National League,League,Atlanta Braves,90,72,0.556,0,0,
2005,National League,League,Philadelphia Phillies,88,74,0.543,0,0,
2005,National League,League,Florida Marlins,83,79,0.512,0,0,
2005,National League,League,New York Mets,83,79,0.512,0,0,
2005,National League,League,Washington Nationals,81,81,0.5,0,0,
2005,National League,League,St. Louis Cardinals,100,62,0.617,0,0,
2005,National League,League,Houston Astros,89,73,0.549,0,0,
2005,National League,League,Milwaukee Brewers,81,81,0.5,0,0,
2005,National League,League,Chicago Cubs,79,83,0.488,0,0,
2005,National League,League,Cincinnati Reds,73,89,0.451,0,0,
2005,National League,League,Pittsburgh Pirates,67,95,0.414,0,0,
2005,National League,League,San Diego Padres,82,80,0.506,0,0,
2005,National League,League,Arizona Diamondbacks,77,85,0.475,0,0,
2005,National League,League,San Francisco Giants,75,87,0.463,0,0,
2005,National League,League,Los Angeles Dodgers,71,91,0.438,0,0,
2005,National League,League,Colorado Rockies,67,95,0.414,0,0,
