year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2016,American League,League,Boston Red Sox,93,69,0.574,0,0,
2016,American League,League,Baltimore Orioles,89,73,0.549,0,0,
2016,American League,League,Toronto Blue Jays,89,73,0.549,0,0,
2016,American League,League,New York Yankees,84,78,0.519,0,0,
2016,American League,League,Tampa Bay Rays,68,94,0.42,0,0,
2016,American League,League,Cleveland Indians,94,67,0.584,0,0,
2016,American League,League,Detroit Tigers,86,75,0.534,0,0,
2016,American League,League,Kansas City Royals,81,81,0.5,0,0,
2016,American League,League,Chicago White Sox,78,84,0.481,0,0,
2016,American League,League,Minnesota Twins,59,103,0.364,0,0,
2016,American League,League,Texas Rangers,95,67,0.586,0,0,
2016,American League,League,Seattle Mariners,86,76,0.531,0,0,
2016,American League,League,Houston Astros,84,78,0.519,0,0,
2016,American League,League,Los Angeles Angels,74,88,0.457,0,0,
2016,American League,League,Oakland Athletics,69,93,0.426,0,0,
