year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1997,National League,League,Atlanta Braves,101,61,0.623,.623,0,
1997,National League,League,Florida Marlins,92,70,0.568,.568,0,
1997,National League,League,New York Mets,88,74,0.543,.543,0,
1997,National League,League,Montreal Expos,78,84,0.481,.481,0,
1997,National League,League,Philadelphia Phillies,68,94,0.42,.420,0,
1997,National League,League,Houston Astros,84,78,0.519,.519,0,
1997,National League,League,Pittsburgh Pirates,79,83,0.488,.488,0,
1997,National League,League,Cincinnati Reds,76,86,0.469,.469,0,
1997,National League,League,St. Louis Cardinals,73,89,0.451,.451,0,
1997,National League,League,Chicago Cubs,68,94,0.42,.420,0,
1997,National League,League,San Francisco Giants,90,72,0.556,.556,0,
1997,National League,League,Los Angeles Dodgers,88,74,0.543,.543,0,
1997,National League,League,Colorado Rockies,83,79,0.512,.512,0,
1997,National League,League,San Diego Padres,76,86,0.469,.469,0,
