year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2015,American League,League,Toronto Blue Jays,93,69,0.574,0,0,
2015,American League,League,New York Yankees,87,75,0.537,0,0,
2015,American League,League,Baltimore Orioles,81,81,0.5,0,0,
2015,American League,League,Tampa Bay Rays,80,82,0.494,0,0,
2015,American League,League,Boston Red Sox,78,84,0.481,0,0,
2015,American League,League,Kansas City Royals,95,67,0.586,0,0,
2015,American League,League,Minnesota Twins,83,79,0.512,0,0,
2015,American League,League,Cleveland Indians,81,80,0.503,0,0,
2015,American League,League,Chicago White Sox,76,86,0.469,0,0,
2015,American League,League,Detroit Tigers,74,87,0.46,0,0,
2015,American League,League,Texas Rangers,88,74,0.543,0,0,
2015,American League,League,Houston Astros,86,76,0.531,0,0,
2015,American League,League,Los Angeles Angels,85,77,0.525,0,0,
2015,American League,League,Seattle Mariners,76,86,0.469,0,0,
2015,American League,League,Oakland Athletics,68,94,0.42,0,0,
