year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2023,National League,League,Atlanta Braves,104,58,0.642,0,0,
2023,National League,League,Philadelphia Phillies,90,72,0.556,0,0,
2023,National League,League,Miami Marlins,84,78,0.519,0,0,
2023,National League,League,New York Mets,75,87,0.463,0,0,
2023,National League,League,Washington Nationals,71,91,0.438,0,0,
2023,National League,League,Milwaukee Brewers,92,70,0.568,0,0,
2023,National League,League,Chicago Cubs,83,79,0.512,0,0,
2023,National League,League,Cincinnati Reds,82,80,0.506,0,0,
2023,National League,League,Pittsburgh Pirates,76,86,0.469,0,0,
2023,National League,League,St. Louis Cardinals,71,91,0.438,0,0,
2023,National League,League,Los Angeles Dodgers,100,62,0.617,0,0,
2023,National League,League,Arizona Diamondbacks,84,78,0.519,0,0,
2023,National League,League,San Diego Padres,82,80,0.506,0,0,
2023,National League,League,San Francisco Giants,79,83,0.488,0,0,
2023,National League,League,Colorado Rockies,59,103,0.364,0,0,
